payment_id,order_id,customer_id,amount,currency,method,status,captured_at,created_at
PAY_42_398,ORD_42_439,CUST_23461,164521,INR,wallet,captured,2026-08-18T05:31:55.725761Z,2026-08-18T05:31:55.725761Z
PAY_42_399,ORD_42_440,CUST_49882,123024,INR,upi,failed,,2026-08-06T05:31:55.725766Z
PAY_42_400,ORD_42_441,CUST_12801,72104,INR,upi,captured,2026-08-19T05:31:55.725769Z,2026-08-19T05:31:55.725769Z
PAY_42_401,ORD_42_442,CUST_36206,19548,INR,card,failed,,2026-08-04T05:31:55.725774Z
PAY_42_402,ORD_42_443,CUST_8054,15013,INR,card,captured,2026-08-25T05:31:55.725783Z,2026-08-25T05:31:55.725783Z
PAY_42_403,ORD_42_444,CUST_13310,169095,INR,upi,captured,2026-08-10T05:31:55.725787Z,2026-08-10T05:31:55.725787Z
PAY_42_404,ORD_42_445,CUST_31642,155834,INR,netbanking,captured,2026-08-13T05:31:55.725791Z,2026-08-13T05:31:55.725791Z
PAY_42_405,ORD_42_447,CUST_32317,10853,INR,wallet,captured,2026-08-01T05:31:55.725796Z,2026-08-01T05:31:55.725796Z
PAY_42_406,ORD_42_448,CUST_6449,49445,INR,card,captured,2026-08-12T05:31:55.725800Z,2026-08-12T05:31:55.725800Z
PAY_42_407,ORD_42_451,CUST_12596,169478,INR,wallet,captured,2026-08-07T05:31:55.725804Z,2026-08-07T05:31:55.725804Z
PAY_42_408,ORD_42_453,CUST_4607,159956,INR,card,failed,,2026-08-19T05:31:55.725808Z
PAY_42_409,ORD_42_454,CUST_5758,74258,INR,card,captured,2026-08-26T05:31:55.725812Z,2026-08-26T05:31:55.725812Z
PAY_42_410,ORD_42_455,CUST_16544,156832,INR,wallet,captured,2026-08-02T05:31:55.725816Z,2026-08-02T05:31:55.725816Z
PAY_42_411,ORD_42_456,CUST_37911,87826,INR,wallet,captured,2026-07-30T05:31:55.725820Z,2026-07-30T05:31:55.725820Z
PAY_42_412,ORD_42_457,CUST_1190,177933,INR,card,captured,2026-08-01T05:31:55.725824Z,2026-08-01T05:31:55.725824Z
PAY_42_413,ORD_42_459,CUST_35684,39519,INR,upi,failed,,2026-07-31T05:31:55.725828Z
PAY_42_414,ORD_42_460,CUST_18281,37174,INR,card,failed,,2026-08-18T05:31:55.725831Z
PAY_42_415,ORD_42_461,CUST_48960,172080,INR,wallet,captured,2026-08-18T05:31:55.725835Z,2026-08-18T05:31:55.725835Z
PAY_42_416,ORD_42_462,CUST_10928,156086,INR,wallet,captured,2026-08-19T05:31:55.725839Z,2026-08-19T05:31:55.725839Z
PAY_42_417,ORD_42_463,CUST_47637,146618,INR,upi,captured,2026-07-29T05:31:55.725843Z,2026-07-29T05:31:55.725843Z
PAY_42_418,ORD_42_464,CUST_148,33600,INR,wallet,captured,2026-08-06T05:31:55.725848Z,2026-08-06T05:31:55.725848Z
PAY_42_419,ORD_42_465,CUST_29448,138090,INR,upi,captured,2026-08-03T05:31:55.725852Z,2026-08-03T05:31:55.725852Z
PAY_42_420,ORD_42_466,CUST_22563,133397,INR,netbanking,captured,2026-08-27T05:31:55.725856Z,2026-08-27T05:31:55.725856Z
PAY_42_421,ORD_42_468,CUST_35121,127573,INR,card,captured,2026-07-29T05:31:55.725860Z,2026-07-29T05:31:55.725860Z
PAY_42_422,ORD_42_469,CUST_45801,20328,INR,card,captured,2026-08-16T05:31:55.725864Z,2026-08-16T05:31:55.725864Z
PAY_42_423,ORD_42_470,CUST_18002,141597,INR,upi,captured,2026-08-01T05:31:55.725868Z,2026-08-01T05:31:55.725868Z
PAY_42_424,ORD_42_471,CUST_18938,173620,INR,wallet,captured,2026-08-26T05:31:55.725873Z,2026-08-26T05:31:55.725873Z
PAY_42_425,ORD_42_472,CUST_20219,156664,INR,netbanking,captured,2026-07-31T05:31:55.725878Z,2026-07-31T05:31:55.725878Z
PAY_42_426,ORD_42_473,CUST_29353,181725,INR,wallet,captured,2026-07-31T05:31:55.725882Z,2026-07-31T05:31:55.725882Z
PAY_42_427,ORD_42_475,CUST_24091,188735,INR,netbanking,captured,2026-08-06T05:31:55.725887Z,2026-08-06T05:31:55.725887Z
PAY_42_428,ORD_42_476,CUST_4479,74792,INR,card,captured,2026-08-27T05:31:55.725891Z,2026-08-27T05:31:55.725891Z
PAY_42_429,ORD_42_477,CUST_23941,140087,INR,wallet,captured,2026-08-23T05:31:55.725895Z,2026-08-23T05:31:55.725895Z
PAY_42_430,ORD_42_478,CUST_36901,50960,INR,card,captured,2026-07-30T05:31:55.725903Z,2026-07-30T05:31:55.725903Z
PAY_42_431,ORD_42_479,CUST_24793,121126,INR,netbanking,failed,,2026-08-21T05:31:55.725907Z
PAY_42_432,ORD_42_480,CUST_1190,138370,INR,wallet,captured,2026-08-26T05:31:55.725911Z,2026-08-26T05:31:55.725911Z
PAY_42_433,ORD_42_481,CUST_41664,52449,INR,netbanking,captured,2026-08-11T05:31:55.725915Z,2026-08-11T05:31:55.725915Z
PAY_42_434,ORD_42_482,CUST_26306,65636,INR,upi,captured,2026-08-05T05:31:55.725919Z,2026-08-05T05:31:55.725919Z
PAY_42_435,ORD_42_483,CUST_40587,97411,INR,upi,captured,2026-08-20T05:31:55.725924Z,2026-08-20T05:31:55.725924Z
PAY_42_436,ORD_42_484,CUST_21696,135342,INR,netbanking,captured,2026-07-30T05:31:55.725928Z,2026-07-30T05:31:55.725928Z
PAY_42_437,ORD_42_485,CUST_10495,42124,INR,card,captured,2026-08-24T05:31:55.725932Z,2026-08-24T05:31:55.725932Z
PAY_42_438,ORD_42_486,CUST_41440,114780,INR,wallet,captured,2026-08-18T05:31:55.725949Z,2026-08-18T05:31:55.725949Z
PAY_42_439,ORD_42_487,CUST_45389,118360,INR,card,captured,2026-08-28T05:31:55.725954Z,2026-08-28T05:31:55.725954Z
PAY_42_440,ORD_42_488,CUST_8514,14060,INR,card,captured,2026-08-02T05:31:55.725959Z,2026-08-02T05:31:55.725959Z
PAY_42_441,ORD_42_490,CUST_16279,7489,INR,netbanking,captured,2026-08-05T05:31:55.725963Z,2026-08-05T05:31:55.725963Z
PAY_42_442,ORD_42_491,CUST_43137,187455,INR,card,captured,2026-08-18T05:31:55.725967Z,2026-08-18T05:31:55.725967Z
PAY_42_443,ORD_42_492,CUST_22990,10140,INR,netbanking,captured,2026-08-07T05:31:55.725971Z,2026-08-07T05:31:55.725971Z
PAY_42_444,ORD_42_493,CUST_10894,36483,INR,netbanking,captured,2026-08-24T05:31:55.725976Z,2026-08-24T05:31:55.725976Z
PAY_42_445,ORD_42_495,CUST_27996,67188,INR,netbanking,failed,,2026-08-12T05:31:55.725980Z
PAY_42_446,ORD_42_496,CUST_6539,190740,INR,card,captured,2026-08-12T05:31:55.725985Z,2026-08-12T05:31:55.725985Z
PAY_42_447,ORD_42_497,CUST_30166,75624,INR,wallet,captured,2026-08-10T05:31:55.725989Z,2026-08-10T05:31:55.725989Z
PAY_42_448,ORD_42_498,CUST_26103,62605,INR,upi,captured,2026-07-30T05:31:55.725993Z,2026-07-30T05:31:55.725993Z
PAY_42_449,ORD_42_499,CUST_21625,16564,INR,wallet,captured,2026-08-11T05:31:55.725998Z,2026-08-11T05:31:55.725998Z
